sensor_id,hour_of_day,mean_flow_lpm,std_flow_lpm,max_flow_lpm,pct_time_flowing,expected_flow_lpm,deviation_from_expected,is_leak,leak_probability
sensor_flow_6,9,4.087,0.362,5.024,0.563,4.735,-0.647,0,0.0
sensor_flow_6,1,0.619,1.435,3.341,0.0,0.265,0.354,0,0.0
sensor_flow_6,15,2.238,1.029,3.962,0.0,1.277,0.961,0,0.0
sensor_flow_6,7,9.039,0.32,9.894,1.0,8.363,0.676,0,0.0
sensor_flow_6,1,1.573,0.554,2.829,0.034,0.394,1.179,0,0.0
sensor_flow_6,15,0.636,1.199,3.542,0.102,1.01,-0.374,0,0.0
sensor_flow_6,5,0.231,0.896,1.868,0.0,0.155,0.076,0,0.0
sensor_flow_6,10,1.921,1.491,5.172,0.27,1.721,0.2,0,0.0
sensor_flow_6,21,4.689,0.583,5.876,0.706,5.606,-0.917,0,0.0
sensor_flow_6,18,6.236,0.479,7.592,0.854,6.888,-0.653,0,0.0
sensor_flow_6,21,7.172,0.899,9.509,0.958,8.108,-0.936,0,0.0
sensor_flow_6,21,4.631,0.993,6.901,0.875,5.114,-0.484,0,0.0
sensor_flow_6,5,0.0,0.771,1.827,0.0,0.375,-0.375,0,0.0
sensor_flow_6,18,6.371,0.848,8.014,0.537,7.039,-0.667,0,0.0
sensor_flow_6,22,0.524,1.125,2.628,0.04,0.065,0.458,0,0.0
sensor_flow_6,6,14.637,0.553,16.184,0.965,4.309,10.327,1,1.0
sensor_flow_6,15,2.943,1.039,4.914,0.208,2.796,0.146,0,0.0
sensor_flow_6,2,1.088,1.48,4.617,0.133,0.059,1.029,0,0.0
sensor_flow_6,18,4.276,0.893,5.661,0.191,4.114,0.161,0,0.0
sensor_flow_6,12,0.913,0.517,2.404,0.131,1.588,-0.675,0,0.0
sensor_flow_6,0,4.616,0.507,5.788,0.972,0.064,4.552,1,1.0
sensor_flow_6,4,0.436,0.468,1.736,0.094,0.167,0.27,0,0.0
sensor_flow_6,19,7.277,0.762,9.467,0.702,7.123,0.154,0,0.0
sensor_flow_6,17,1.422,0.774,2.722,0.135,2.026,-0.605,0,0.0
sensor_flow_6,3,0.0,0.494,1.064,0.112,0.302,-0.302,0,0.0
sensor_flow_6,0,2.039,1.481,5.811,0.251,0.152,1.887,0,0.0
sensor_flow_6,16,2.337,0.968,4.142,0.0,1.054,1.283,0,0.0
sensor_flow_6,20,6.908,0.975,9.646,0.7,7.911,-1.003,0,0.0
sensor_flow_6,8,4.849,1.286,8.535,0.623,4.993,-0.145,0,0.0
sensor_flow_6,15,0.244,1.109,2.637,0.137,1.127,-0.883,0,0.0
sensor_flow_6,5,3.455,0.446,4.16,0.9,0.077,3.378,1,1.0
sensor_flow_6,7,5.217,0.79,7.554,0.476,4.561,0.656,0,0.0
sensor_flow_6,12,3.923,0.66,5.324,0.315,2.446,1.477,0,0.0
sensor_flow_6,16,0.721,1.336,4.218,0.097,1.311,-0.59,0,0.0
sensor_flow_6,2,1.015,0.818,3.076,0.265,0.469,0.545,0,0.0
sensor_flow_6,12,12.849,0.4,13.658,0.993,2.631,10.218,1,1.0
sensor_flow_6,18,8.306,0.36,9.112,1.0,7.833,0.473,0,0.0
sensor_flow_6,14,1.7,0.347,2.616,0.277,2.279,-0.579,0,0.0
sensor_flow_6,19,7.098,1.433,9.934,0.803,7.511,-0.413,0,0.0
sensor_flow_6,18,4.536,0.476,5.919,0.51,4.071,0.465,0,0.0
sensor_flow_6,9,8.835,0.374,9.761,1.0,7.937,0.898,0,0.0
sensor_flow_6,1,0.059,1.149,2.682,0.073,0.139,-0.08,0,0.0
sensor_flow_6,1,0.063,0.406,1.227,0.115,0.219,-0.156,0,0.0
sensor_flow_6,22,0.0,0.336,0.749,0.0,0.176,-0.176,0,0.0
sensor_flow_6,5,0.0,1.288,2.103,0.0,0.08,-0.08,0,0.0
sensor_flow_6,1,0.0,1.491,3.294,0.0,0.39,-0.39,0,0.0
sensor_flow_6,20,5.259,0.51,6.377,0.371,4.445,0.814,0,0.0
sensor_flow_6,15,2.407,0.759,4.446,0.466,2.281,0.126,0,0.0
sensor_flow_6,22,0.0,0.883,2.612,0.0,0.058,-0.058,0,0.0
sensor_flow_6,0,0.998,0.917,2.484,0.0,0.236,0.762,0,0.0
sensor_flow_6,4,0.0,1.118,2.922,0.36,0.247,-0.247,0,0.0
sensor_flow_6,16,3.431,0.82,5.141,0.35,2.349,1.082,0,0.0
sensor_flow_6,10,1.844,1.382,5.432,0.341,1.785,0.059,0,0.0
sensor_flow_6,14,2.798,1.413,6.929,0.275,2.227,0.571,0,0.0
sensor_flow_6,14,2.946,1.302,5.9,0.112,2.827,0.118,0,0.0
sensor_flow_6,10,1.851,0.69,3.408,0.447,2.105,-0.254,0,0.0
sensor_flow_6,13,1.413,0.744,2.897,0.281,1.294,0.119,0,0.0
sensor_flow_6,8,6.104,1.146,9.472,0.906,5.832,0.273,0,0.0
sensor_flow_6,5,8.676,0.108,8.933,0.881,0.156,8.52,1,1.0
sensor_flow_6,2,0.145,1.307,2.651,0.0,0.179,-0.035,0,0.0
sensor_flow_6,8,11.419,0.209,11.945,0.851,4.348,7.07,1,1.0
sensor_flow_6,12,1.876,1.481,5.72,0.264,2.632,-0.756,0,0.0
sensor_flow_6,10,8.517,0.588,9.586,0.951,2.864,5.653,1,1.0
sensor_flow_6,3,0.0,0.487,1.42,0.024,0.396,-0.396,0,0.0
sensor_flow_6,14,0.024,0.926,1.477,0.21,1.624,-1.6,0,0.0
sensor_flow_6,3,3.294,0.189,3.582,0.962,0.073,3.221,1,1.0
sensor_flow_6,3,0.486,1.486,2.716,0.004,0.282,0.204,0,0.0
sensor_flow_6,7,15.968,0.385,17.115,0.97,4.191,11.777,1,1.0
sensor_flow_6,15,1.447,0.437,2.702,0.239,1.815,-0.368,0,0.0
sensor_flow_6,20,9.601,0.857,11.314,1.0,7.923,1.678,0,0.0
sensor_flow_6,2,0.871,0.617,1.862,0.131,0.157,0.714,0,0.0
sensor_flow_6,4,0.0,0.354,1.017,0.0,0.377,-0.377,0,0.0
sensor_flow_6,16,0.538,0.377,1.509,0.074,1.438,-0.901,0,0.0
sensor_flow_6,13,1.787,0.684,3.7,0.281,1.528,0.259,0,0.0
sensor_flow_6,19,8.64,0.387,9.46,0.813,7.956,0.684,0,0.0
sensor_flow_6,5,0.714,0.316,1.476,0.249,0.385,0.328,0,0.0
sensor_flow_6,6,6.296,1.147,8.145,0.692,5.886,0.41,0,0.0
sensor_flow_6,1,0.544,0.711,2.163,0.045,0.188,0.356,0,0.0
sensor_flow_6,2,0.976,1.246,3.127,0.02,0.149,0.827,0,0.0
sensor_flow_6,0,0.0,1.201,3.506,0.011,0.426,-0.426,0,0.0
sensor_flow_6,19,8.722,0.443,9.994,0.665,7.472,1.25,0,0.0
sensor_flow_6,21,4.286,0.481,5.396,0.309,4.019,0.267,0,0.0
sensor_flow_6,18,5.708,1.094,8.488,0.738,6.499,-0.791,0,0.0
sensor_flow_6,10,2.371,1.225,4.852,0.329,2.682,-0.311,0,0.0
sensor_flow_6,6,8.549,0.869,10.459,0.907,7.727,0.822,0,0.0
sensor_flow_6,9,9.185,1.497,13.628,1.0,8.33,0.855,0,0.0
sensor_flow_6,14,10.631,0.211,11.122,0.885,1.476,9.155,1,1.0
sensor_flow_6,16,0.519,0.333,1.097,0.0,1.062,-0.543,0,0.0
sensor_flow_6,16,2.265,1.353,5.282,0.164,1.781,0.483,0,0.0
sensor_flow_6,20,3.779,1.028,6.152,0.455,4.187,-0.409,0,0.0
sensor_flow_6,4,0.0,0.905,2.396,0.06,0.298,-0.298,0,0.0
sensor_flow_6,10,2.561,1.114,4.25,0.331,2.593,-0.032,0,0.0
sensor_flow_6,13,1.812,1.234,5.223,0.071,1.615,0.197,0,0.0
sensor_flow_6,10,2.181,1.152,4.804,0.11,2.98,-0.8,0,0.0
sensor_flow_6,5,12.151,0.228,12.817,0.924,0.49,11.661,1,1.0
sensor_flow_6,2,0.0,0.651,1.549,0.022,0.338,-0.338,0,0.0
sensor_flow_6,15,2.083,1.318,5.997,0.094,1.449,0.634,0,0.0
sensor_flow_6,10,2.03,1.35,4.504,0.245,1.924,0.106,0,0.0
sensor_flow_6,11,4.233,1.119,7.178,0.202,2.469,1.764,0,0.0
sensor_flow_6,23,1.12,0.333,1.775,0.0,0.124,0.995,0,0.0
sensor_flow_6,18,15.449,0.467,16.313,0.947,8.89,6.559,1,1.0
sensor_flow_6,20,5.53,1.21,8.848,0.692,5.646,-0.116,0,0.0
sensor_flow_6,21,7.984,0.612,9.615,0.759,7.227,0.757,0,0.0
sensor_flow_6,16,2.509,0.564,3.565,0.499,2.698,-0.189,0,0.0
sensor_flow_6,1,0.947,0.312,1.462,0.0,0.272,0.675,0,0.0
sensor_flow_6,21,4.372,1.243,7.961,0.285,4.608,-0.236,0,0.0
sensor_flow_6,13,7.165,0.408,8.198,0.913,2.006,5.159,1,1.0
sensor_flow_6,4,11.867,0.121,12.165,0.997,0.42,11.448,1,1.0
sensor_flow_6,18,6.56,0.571,7.684,0.524,5.968,0.592,0,0.0
sensor_flow_6,1,0.0,1.26,2.034,0.344,0.495,-0.495,0,0.0
sensor_flow_6,8,7.494,1.347,11.088,0.919,7.385,0.109,0,0.0
sensor_flow_6,13,12.995,0.467,14.327,0.944,1.015,11.98,1,1.0
sensor_flow_6,18,8.307,1.233,10.288,0.553,7.787,0.52,0,0.0
sensor_flow_6,0,1.297,1.481,4.342,0.0,0.455,0.843,0,0.0
sensor_flow_6,21,7.214,0.944,9.829,0.838,7.341,-0.126,0,0.0
sensor_flow_6,23,0.574,0.312,1.329,0.0,0.251,0.323,0,0.0
sensor_flow_6,7,6.418,1.222,9.278,0.412,6.285,0.133,0,0.0
sensor_flow_6,19,6.762,1.36,9.078,1.0,7.511,-0.749,0,0.0
sensor_flow_6,14,1.462,1.472,4.306,0.475,2.452,-0.991,0,0.0
sensor_flow_6,1,0.0,0.929,1.973,0.0,0.128,-0.128,0,0.0
sensor_flow_6,0,0.812,0.669,2.12,0.0,0.317,0.495,0,0.0
sensor_flow_6,8,6.675,1.419,9.417,0.863,5.524,1.151,0,0.0
sensor_flow_6,22,0.592,0.902,2.326,0.0,0.403,0.189,0,0.0
sensor_flow_6,18,6.478,1.046,8.63,0.72,7.284,-0.806,0,0.0
sensor_flow_6,11,1.64,1.014,3.349,0.045,2.106,-0.466,0,0.0
sensor_flow_6,21,5.725,0.626,6.761,0.469,5.314,0.411,0,0.0
sensor_flow_6,15,3.562,0.353,4.516,0.685,2.576,0.986,0,0.0
sensor_flow_6,14,1.641,0.437,2.9,0.246,1.475,0.166,0,0.0
sensor_flow_6,3,0.0,1.463,4.204,0.213,0.462,-0.462,0,0.0
sensor_flow_6,7,4.152,0.447,5.141,0.785,4.492,-0.34,0,0.0
sensor_flow_6,16,3.203,0.517,4.578,0.185,2.163,1.04,0,0.0
sensor_flow_6,10,2.249,0.615,3.683,0.166,2.058,0.19,0,0.0
sensor_flow_6,1,1.408,0.804,3.761,0.409,0.437,0.971,0,0.0
sensor_flow_6,6,15.011,0.165,15.421,0.866,6.058,8.953,1,1.0
sensor_flow_6,11,0.871,1.396,3.806,0.213,1.258,-0.386,0,0.0
sensor_flow_6,2,1.71,1.057,3.776,0.311,0.354,1.356,0,0.0
sensor_flow_6,16,2.955,0.987,4.792,0.324,2.365,0.59,0,0.0
sensor_flow_6,2,0.363,0.681,2.394,0.133,0.223,0.14,0,0.0
sensor_flow_6,21,11.372,0.247,12.081,0.976,7.428,3.945,1,1.0
sensor_flow_6,15,0.408,1.355,2.966,0.357,1.382,-0.974,0,0.0
sensor_flow_6,7,4.689,0.939,6.902,0.42,5.383,-0.694,0,0.0
sensor_flow_6,22,0.0,1.387,3.345,0.114,0.472,-0.472,0,0.0
sensor_flow_6,16,2.472,0.903,4.358,0.141,2.11,0.362,0,0.0
sensor_flow_6,21,5.604,0.828,7.487,0.638,5.679,-0.075,0,0.0
sensor_flow_6,0,7.677,0.196,8.259,0.886,0.347,7.33,1,1.0
sensor_flow_6,0,0.128,0.534,1.09,0.128,0.057,0.071,0,0.0
sensor_flow_6,10,2.933,1.307,5.823,0.138,2.581,0.352,0,0.0
sensor_flow_6,12,1.41,0.864,3.598,0.164,2.305,-0.895,0,0.0
sensor_flow_6,5,0.0,0.975,1.663,0.0,0.003,-0.003,0,0.0
sensor_flow_6,3,8.469,0.246,9.071,0.957,0.123,8.346,1,1.0
sensor_flow_6,17,1.642,0.699,2.864,0.21,1.043,0.599,0,0.0
sensor_flow_6,8,5.685,0.862,7.046,0.5,5.35,0.334,0,0.0
sensor_flow_6,19,6.359,0.833,7.709,0.483,6.973,-0.613,0,0.0
sensor_flow_6,19,16.484,0.206,16.939,0.986,6.534,9.95,1,1.0
sensor_flow_6,16,2.372,0.732,3.849,0.0,1.721,0.651,0,0.0
sensor_flow_6,10,3.592,1.334,5.654,0.412,2.623,0.968,0,0.0
sensor_flow_6,19,8.598,0.686,9.699,0.854,8.166,0.432,0,0.0
sensor_flow_6,13,2.336,0.597,3.496,0.371,1.475,0.86,0,0.0
sensor_flow_6,17,1.09,0.38,2.159,0.0,1.399,-0.309,0,0.0
sensor_flow_6,3,0.964,1.315,4.139,0.09,0.159,0.805,0,0.0
sensor_flow_7,17,1.353,0.834,3.703,0.0,1.019,0.334,0,0.0
sensor_flow_7,1,1.084,0.547,2.456,0.027,0.192,0.892,0,0.0
sensor_flow_7,17,3.223,1.256,6.5,0.337,2.51,0.713,0,0.0
sensor_flow_7,23,0.0,1.421,3.681,0.128,0.236,-0.236,0,0.0
sensor_flow_7,11,2.16,0.825,4.582,0.373,2.062,0.098,0,0.0
sensor_flow_7,4,0.0,0.611,1.104,0.184,0.404,-0.404,0,0.0
sensor_flow_7,11,2.611,0.451,3.299,0.457,2.623,-0.012,0,0.0
sensor_flow_7,13,5.776,0.456,6.594,1.0,1.807,3.97,1,1.0
sensor_flow_7,15,1.539,0.985,4.4,0.193,1.593,-0.054,0,0.0
sensor_flow_7,5,0.073,0.886,2.588,0.074,0.017,0.055,0,0.0
sensor_flow_7,6,8.49,1.324,11.191,1.0,8.661,-0.171,0,0.0
sensor_flow_7,16,2.163,1.151,5.326,0.505,2.315,-0.151,0,0.0
sensor_flow_7,8,7.04,0.499,7.973,0.949,7.12,-0.081,0,0.0
sensor_flow_7,9,4.123,0.441,5.373,0.539,5.327,-1.203,0,0.0
sensor_flow_7,9,8.895,1.211,12.466,0.988,8.473,0.422,0,0.0
sensor_flow_7,10,0.895,1.311,4.107,0.037,1.524,-0.629,0,0.0
sensor_flow_7,22,0.857,1.087,3.758,0.121,0.403,0.454,0,0.0
sensor_flow_7,2,0.035,0.808,1.51,0.0,0.344,-0.309,0,0.0
sensor_flow_7,11,2.18,1.14,4.647,0.19,2.634,-0.454,0,0.0
sensor_flow_7,10,1.832,1.473,4.158,0.313,1.386,0.446,0,0.0
sensor_flow_7,0,8.034,0.585,9.269,0.89,0.101,7.933,1,1.0
sensor_flow_7,20,4.78,1.01,7.701,0.453,5.186,-0.406,0,0.0
sensor_flow_7,17,2.577,0.677,3.787,0.26,2.365,0.212,0,0.0
sensor_flow_7,16,1.217,0.577,2.766,0.058,1.265,-0.048,0,0.0
sensor_flow_7,6,19.932,0.358,20.819,0.921,7.958,11.973,1,1.0
sensor_flow_7,5,1.426,1.473,4.746,0.312,0.238,1.188,0,0.0
sensor_flow_7,16,0.08,0.69,1.976,0.109,1.298,-1.218,0,0.0
sensor_flow_7,20,8.544,1.208,11.902,1.0,8.535,0.008,0,0.0
sensor_flow_7,13,2.243,0.476,3.172,0.45,2.636,-0.393,0,0.0
sensor_flow_7,0,0.772,0.613,1.929,0.04,0.434,0.338,0,0.0
sensor_flow_7,17,2.576,0.588,3.896,0.21,2.431,0.145,0,0.0
sensor_flow_7,20,12.641,0.182,13.072,0.934,4.199,8.442,1,1.0
sensor_flow_7,22,1.684,0.417,2.314,0.0,0.192,1.492,0,0.0
sensor_flow_7,17,2.571,0.579,3.6,0.414,1.925,0.646,0,0.0
sensor_flow_7,21,5.112,1.247,7.147,0.711,5.561,-0.448,0,0.0
sensor_flow_7,23,0.0,1.462,3.323,0.22,0.236,-0.236,0,0.0
sensor_flow_7,18,8.273,0.907,10.342,0.959,8.057,0.216,0,0.0
sensor_flow_7,22,0.0,1.07,3.03,0.036,0.402,-0.402,0,0.0
sensor_flow_7,13,1.072,0.421,1.768,0.0,1.38,-0.308,0,0.0
sensor_flow_7,10,1.696,1.209,4.807,0.414,2.742,-1.046,0,0.0
sensor_flow_7,7,5.213,0.808,6.848,0.858,5.801,-0.588,0,0.0
sensor_flow_7,19,6.594,0.496,7.34,0.672,6.321,0.273,0,0.0
sensor_flow_7,13,3.466,0.84,5.583,0.331,2.811,0.655,0,0.0
sensor_flow_7,16,4.054,1.407,7.989,0.337,2.955,1.099,0,0.0
sensor_flow_7,23,0.0,1.363,3.965,0.285,0.483,-0.483,0,0.0
sensor_flow_7,17,1.592,1.232,4.84,0.196,2.051,-0.459,0,0.0
sensor_flow_7,21,7.877,0.846,10.133,1.0,7.981,-0.105,0,0.0
sensor_flow_7,10,1.347,1.126,3.53,0.113,1.939,-0.592,0,0.0
sensor_flow_7,21,8.226,0.865,10.474,0.908,8.685,-0.459,0,0.0
sensor_flow_7,21,15.698,0.359,16.495,0.89,4.229,11.469,1,1.0
sensor_flow_7,19,7.069,0.96,9.835,0.796,7.195,-0.126,0,0.0
sensor_flow_7,13,2.35,0.707,4.051,0.259,1.785,0.565,0,0.0
sensor_flow_7,2,0.0,1.272,2.601,0.0,0.027,-0.027,0,0.0
sensor_flow_7,21,5.37,0.871,7.379,0.386,5.194,0.177,0,0.0
sensor_flow_7,21,12.053,0.202,12.517,0.975,5.194,6.859,1,1.0
sensor_flow_7,21,5.207,0.903,7.911,0.701,5.443,-0.236,0,0.0
sensor_flow_7,19,8.299,0.312,8.814,0.991,8.274,0.025,0,0.0
sensor_flow_7,15,4.611,0.962,6.999,0.33,2.923,1.688,0,0.0
sensor_flow_7,10,1.795,0.941,3.605,0.451,2.515,-0.72,0,0.0
sensor_flow_7,18,14.876,0.444,15.628,0.892,5.23,9.646,1,1.0
sensor_flow_7,17,2.255,1.44,6.254,0.154,1.976,0.279,0,0.0
sensor_flow_7,1,1.016,1.272,3.749,0.165,0.495,0.521,0,0.0
sensor_flow_7,11,1.964,0.785,4.098,0.0,2.286,-0.322,0,0.0
sensor_flow_7,0,0.0,0.776,1.362,0.023,0.382,-0.382,0,0.0
sensor_flow_7,16,0.818,1.18,3.956,0.349,1.391,-0.573,0,0.0
sensor_flow_7,20,13.407,0.215,13.949,0.955,7.947,5.46,1,1.0
sensor_flow_7,8,6.531,0.779,7.712,0.668,7.968,-1.437,0,0.0
sensor_flow_7,7,7.625,0.585,9.268,0.88,8.532,-0.907,0,0.0
sensor_flow_7,4,0.385,0.667,1.728,0.182,0.146,0.239,0,0.0
sensor_flow_7,12,2.668,1.438,5.191,0.557,2.642,0.025,0,0.0
sensor_flow_7,7,7.435,1.155,9.634,0.883,6.483,0.952,0,0.0
sensor_flow_7,13,2.115,0.579,3.833,0.006,1.478,0.637,0,0.0
sensor_flow_7,1,0.402,0.343,1.091,0.143,0.111,0.291,0,0.0
sensor_flow_7,7,7.098,1.183,10.502,0.808,8.055,-0.957,0,0.0
sensor_flow_7,0,4.734,0.515,5.614,0.936,0.052,4.682,1,1.0
sensor_flow_7,11,1.119,0.506,2.426,0.123,1.265,-0.146,0,0.0
sensor_flow_7,21,7.639,1.5,11.331,0.644,6.325,1.314,0,0.0
sensor_flow_7,11,2.408,0.327,3.002,0.227,2.375,0.033,0,0.0
sensor_flow_7,5,0.0,1.232,2.141,0.061,0.252,-0.252,0,0.0
sensor_flow_7,16,10.657,0.596,12.091,0.962,1.884,8.774,1,1.0
sensor_flow_7,17,3.394,0.576,4.412,0.063,2.976,0.418,0,0.0
sensor_flow_7,9,16.289,0.193,16.835,0.884,5.293,10.996,1,1.0
sensor_flow_7,21,4.661,1.464,7.829,0.626,5.109,-0.448,0,0.0
sensor_flow_7,22,0.0,0.822,2.104,0.0,0.337,-0.337,0,0.0
sensor_flow_7,4,0.545,0.713,2.677,0.201,0.378,0.168,0,0.0
sensor_flow_7,3,0.0,1.357,3.991,0.239,0.092,-0.092,0,0.0
sensor_flow_7,11,2.084,1.084,4.417,0.029,1.827,0.257,0,0.0
sensor_flow_7,20,5.34,0.704,6.958,0.274,4.399,0.942,0,0.0
sensor_flow_7,15,1.451,0.459,2.245,0.343,2.317,-0.866,0,0.0
sensor_flow_7,21,8.102,1.213,10.466,0.809,8.171,-0.069,0,0.0
sensor_flow_7,18,8.0,1.147,10.153,0.956,7.234,0.766,0,0.0
sensor_flow_7,10,3.859,1.431,7.166,0.074,2.264,1.595,0,0.0
sensor_flow_7,17,7.216,0.486,8.442,0.903,2.634,4.582,1,1.0
sensor_flow_7,6,8.85,1.47,11.49,0.794,8.993,-0.143,0,0.0
sensor_flow_7,2,0.0,0.573,0.861,0.129,0.258,-0.258,0,0.0
sensor_flow_7,19,7.84,0.343,8.441,0.987,8.44,-0.6,0,0.0
sensor_flow_7,7,6.384,1.459,9.488,0.724,5.799,0.585,0,0.0
sensor_flow_7,8,6.02,1.15,8.911,0.7,7.503,-1.483,0,0.0
sensor_flow_7,17,10.464,0.507,11.638,0.85,2.99,7.474,1,1.0
sensor_flow_7,19,7.521,1.247,9.644,0.968,7.299,0.222,0,0.0
sensor_flow_7,13,2.286,0.427,3.081,0.385,2.618,-0.332,0,0.0
sensor_flow_7,19,7.383,1.063,10.378,1.0,8.566,-1.183,0,0.0
sensor_flow_7,3,0.566,1.006,3.435,0.0,0.086,0.48,0,0.0
sensor_flow_7,14,2.078,0.637,3.254,0.087,2.005,0.072,0,0.0
sensor_flow_7,18,5.643,0.729,7.178,0.564,4.96,0.683,0,0.0
sensor_flow_7,12,2.735,0.34,3.29,0.093,2.45,0.285,0,0.0
sensor_flow_7,4,0.809,0.755,3.027,0.0,0.308,0.502,0,0.0
sensor_flow_7,11,5.529,0.599,6.715,0.986,1.397,4.133,1,1.0
sensor_flow_7,20,7.944,0.848,9.676,0.744,7.836,0.108,0,0.0
sensor_flow_7,0,0.69,0.317,1.584,0.0,0.327,0.363,0,0.0
sensor_flow_7,5,5.263,0.343,6.116,0.885,0.199,5.064,1,1.0
sensor_flow_7,4,0.871,0.605,2.624,0.166,0.184,0.687,0,0.0
sensor_flow_7,8,7.013,0.337,7.668,0.877,7.348,-0.336,0,0.0
sensor_flow_7,2,1.482,0.725,2.861,0.029,0.04,1.442,0,0.0
sensor_flow_7,2,0.183,0.776,2.484,0.0,0.399,-0.215,0,0.0
sensor_flow_7,10,1.129,0.397,2.278,0.379,1.622,-0.493,0,0.0
sensor_flow_7,11,2.013,1.446,6.176,0.07,1.481,0.532,0,0.0
sensor_flow_7,1,1.001,0.911,3.327,0.131,0.429,0.573,0,0.0
sensor_flow_7,13,1.543,0.962,3.758,0.173,1.898,-0.355,0,0.0
sensor_flow_7,14,2.097,0.695,3.157,0.079,2.022,0.075,0,0.0
sensor_flow_7,3,0.88,0.598,2.113,0.0,0.131,0.748,0,0.0
sensor_flow_7,2,1.605,0.728,2.974,0.0,0.399,1.206,0,0.0
sensor_flow_7,11,3.015,0.317,3.888,0.3,2.836,0.179,0,0.0
sensor_flow_7,16,1.355,0.51,2.678,0.381,1.825,-0.47,0,0.0
sensor_flow_7,17,2.526,0.992,5.326,0.0,1.217,1.309,0,0.0
sensor_flow_7,19,5.528,0.486,6.755,0.656,5.113,0.414,0,0.0
sensor_flow_7,9,5.707,1.315,8.827,0.814,6.226,-0.519,0,0.0
sensor_flow_7,23,11.758,0.587,13.278,0.92,0.293,11.465,1,1.0
sensor_flow_7,5,9.262,0.38,10.158,0.952,0.058,9.204,1,1.0
sensor_flow_7,20,7.095,0.584,8.637,0.903,7.632,-0.537,0,0.0
sensor_flow_7,17,2.159,0.871,3.817,0.067,1.803,0.356,0,0.0
sensor_flow_7,19,14.047,0.429,15.072,0.966,7.94,6.107,1,1.0
sensor_flow_7,11,3.047,0.736,4.877,0.434,2.642,0.405,0,0.0
sensor_flow_7,20,6.45,0.3,7.275,0.552,5.973,0.477,0,0.0
sensor_flow_7,15,1.286,1.113,4.025,0.505,2.988,-1.702,0,0.0
sensor_flow_7,18,6.744,0.618,8.055,0.66,6.409,0.336,0,0.0
sensor_flow_7,7,14.932,0.534,16.035,0.93,4.94,9.992,1,1.0
sensor_flow_7,21,7.663,0.527,8.974,0.749,6.153,1.511,0,0.0
sensor_flow_7,16,1.397,0.735,2.822,0.166,1.174,0.223,0,0.0
sensor_flow_7,17,6.706,0.348,7.611,0.95,1.326,5.38,1,1.0
sensor_flow_7,23,0.418,1.192,3.865,0.0,0.058,0.36,0,0.0
sensor_flow_7,14,2.128,0.797,4.4,0.374,2.591,-0.463,0,0.0
sensor_flow_7,8,9.648,0.54,10.958,0.882,8.456,1.192,0,0.0
sensor_flow_7,19,7.812,1.495,10.346,0.751,7.867,-0.055,0,0.0
sensor_flow_7,1,0.128,1.445,3.103,0.0,0.181,-0.054,0,0.0
sensor_flow_7,17,1.906,1.141,4.159,0.378,1.931,-0.025,0,0.0
sensor_flow_7,1,0.887,0.726,2.003,0.0,0.397,0.49,0,0.0
sensor_flow_7,14,0.641,1.252,3.234,0.116,1.066,-0.426,0,0.0
sensor_flow_7,5,0.025,1.284,2.593,0.003,0.439,-0.414,0,0.0
sensor_flow_7,22,0.698,1.394,4.814,0.26,0.494,0.203,0,0.0
sensor_flow_7,0,0.73,0.732,1.896,0.0,0.372,0.357,0,0.0
sensor_flow_7,12,1.361,0.35,2.197,0.133,1.619,-0.258,0,0.0
sensor_flow_7,7,6.12,0.877,8.249,0.813,7.041,-0.921,0,0.0
sensor_flow_7,16,0.93,0.489,2.265,0.25,2.154,-1.224,0,0.0
sensor_flow_7,10,0.616,0.467,1.61,0.257,1.468,-0.851,0,0.0
sensor_flow_7,20,7.81,1.16,10.091,1.0,8.317,-0.508,0,0.0
sensor_flow_7,4,1.66,0.676,3.397,0.0,0.412,1.248,0,0.0
sensor_flow_7,6,4.945,1.187,8.282,0.903,5.666,-0.722,0,0.0
sensor_flow_7,7,6.181,0.974,9.064,0.849,8.198,-2.017,0,0.0
sensor_flow_7,6,3.936,0.924,5.398,0.415,4.263,-0.327,0,0.0
sensor_flow_7,17,1.92,1.482,6.343,0.376,1.866,0.054,0,0.0
sensor_flow_7,18,6.665,0.884,8.626,0.653,7.159,-0.494,0,0.0
sensor_flow_7,16,3.994,0.818,5.402,0.332,2.465,1.53,0,0.0
sensor_flow_7,20,4.239,0.416,5.165,0.474,4.331,-0.092,0,0.0
sensor_flow_7,4,0.446,0.326,0.963,0.385,0.038,0.408,0,0.0
sensor_flow_7,17,1.481,0.308,2.271,0.185,1.334,0.147,0,0.0
sensor_flow_7,11,2.107,0.976,4.242,0.167,1.309,0.798,0,0.0
sensor_flow_7,21,5.655,0.53,7.166,0.558,4.991,0.664,0,0.0
sensor_flow_7,17,1.32,1.053,3.403,0.183,2.102,-0.782,0,0.0
sensor_flow_7,11,1.159,0.489,2.477,0.202,1.618,-0.459,0,0.0
sensor_flow_7,8,4.914,1.172,7.238,0.345,5.353,-0.438,0,0.0
sensor_flow_7,10,2.309,0.99,4.769,0.245,2.417,-0.108,0,0.0
sensor_flow_7,9,7.675,0.527,8.603,0.966,7.058,0.617,0,0.0
sensor_flow_7,14,6.913,0.599,8.121,0.927,1.489,5.424,1,1.0
sensor_flow_7,3,8.161,0.252,8.605,0.936,0.235,7.927,1,1.0
sensor_flow_7,17,2.248,1.125,4.639,0.412,1.965,0.283,0,0.0
