tank_level_pct,float_switch_full,shortage_severity,leak_detected
0.04,False,low,False
66.97,False,low,False
98.86,True,low,False
1.74,False,low,False
38.1,False,low,False
26.95,False,high,False
18.86,False,medium,False
56.3,False,low,False
66.99,False,low,False
0.24,False,low,False
24.73,False,high,False
4.08,False,low,False
37.65,False,high,False
49.43,False,low,False
42.22,False,low,False
36.99,False,low,False
18.58,False,low,False
3.39,False,medium,False
94.86,False,low,False
11.18,False,low,True
82.27,False,low,False
76.27,False,low,False
32.56,False,low,False
71.03,False,low,False
25.56,False,medium,False
38.95,False,low,False
27.32,False,medium,False
16.65,False,low,False
13.06,False,low,False
61.6,False,low,False
96.9,False,low,False
88.98,False,high,False
78.44,False,low,False
51.3,False,medium,False
11.28,False,low,False
35.72,False,medium,False
69.95,False,medium,False
3.04,False,high,False
63.57,False,low,False
10.17,False,medium,True
8.32,False,low,False
98.44,True,low,True
49.14,False,low,False
98.16,True,high,False
96.8,True,high,False
58.39,False,medium,False
31.34,False,low,True
45.65,False,medium,False
62.51,False,medium,True
0.33,False,low,False
85.71,False,medium,False
96.36,True,low,False
54.75,False,high,False
93.82,False,medium,False
68.68,False,medium,False
90.12,False,low,False
39.23,False,medium,False
39.96,False,medium,False
18.75,False,medium,True
82.3,False,high,True
25.68,False,low,False
7.11,False,medium,False
75.09,False,medium,False
50.35,False,medium,False
41.98,False,low,False
36.99,False,medium,False
96.27,True,medium,False
31.05,False,medium,False
39.72,False,low,True
29.54,False,high,False
6.3,False,medium,False
5.72,False,medium,False
13.53,False,high,False
55.93,False,low,False
6.23,False,low,False
56.83,False,medium,False
75.86,False,high,False
8.79,False,low,False
52.41,False,high,False
51.45,False,low,False
12.09,False,high,False
5.05,False,medium,False
22.47,False,low,False
39.89,False,low,False
40.96,False,low,False
1.72,False,medium,False
71.83,False,low,False
41.1,False,low,False
69.34,False,medium,True
1.4,False,medium,False
64.75,False,low,False
34.86,False,low,False
57.65,False,medium,False
11.61,False,medium,False
58.21,False,medium,False
67.63,False,low,False
60.0,False,medium,False
94.43,False,low,False
78.21,False,medium,False
56.39,False,low,False
28.56,False,low,False
1.87,False,medium,False
20.73,False,low,False
53.66,False,low,False
40.98,False,low,False
47.21,False,low,False
0.02,False,medium,True
20.67,False,high,False
99.15,True,low,False
65.03,False,high,False
52.62,False,low,False
66.69,False,high,False
2.91,False,low,False
95.97,True,low,False
54.19,False,medium,False
89.7,False,medium,True
3.42,False,low,False
45.24,False,low,True
6.08,False,medium,False
13.65,False,low,False
6.91,False,low,False
23.59,False,low,False
76.64,False,medium,False
18.7,False,high,False
58.63,False,high,False
31.79,False,low,False
55.21,False,low,True
2.29,False,low,False
2.74,False,low,False
45.06,False,high,False
35.85,False,medium,False
69.98,False,high,True
30.38,False,high,False
16.99,False,low,False
15.8,False,low,False
20.83,False,low,False
65.93,False,low,False
52.13,False,low,False
40.76,False,low,False
52.47,False,low,False
35.65,False,low,True
8.49,False,low,False
15.33,False,medium,False
95.47,True,medium,False
20.49,False,low,False
62.37,False,high,False
9.65,False,medium,True
79.46,False,medium,False
9.06,False,low,False
32.73,False,high,False
42.95,False,low,False
34.59,False,low,False
60.89,False,high,True
23.09,False,medium,False
29.43,False,low,False
55.84,False,low,True
65.3,False,low,False
72.24,False,low,False
21.42,False,medium,False
98.0,True,medium,False
38.97,False,high,False
59.53,False,low,False
34.15,False,low,False
88.19,False,high,False
73.38,False,medium,False
90.81,False,low,False
21.22,False,high,False
46.49,False,low,False
16.5,False,medium,False
21.76,False,low,False
65.25,False,low,False
69.5,False,low,False
54.95,False,high,False
35.86,False,medium,False
28.96,False,low,False
60.34,False,high,False
47.14,False,low,False
22.84,False,medium,False
31.82,False,low,False
67.15,False,high,False
24.41,False,low,False
86.74,False,medium,False
60.39,False,low,False
96.48,True,low,False
32.95,False,low,False
82.25,False,low,False
3.15,False,medium,False
78.85,False,medium,False
73.53,False,high,False
4.95,False,low,False
24.52,False,medium,False
98.19,True,high,False
49.95,False,low,False
40.23,False,medium,True
34.81,False,medium,False
95.11,True,low,False
7.09,False,low,False
2.23,False,low,True
18.18,False,high,False
90.25,False,high,False
21.19,False,low,False
43.16,False,low,False
62.02,False,medium,False
29.7,False,medium,False
71.1,False,high,False
37.89,False,low,True
41.64,False,high,False
59.31,False,low,False
18.04,False,low,False
4.54,False,low,True
16.4,False,low,False
26.74,False,low,False
22.1,False,medium,False
67.1,False,medium,False
37.6,False,medium,False
42.98,False,medium,False
40.04,False,high,False
48.72,False,medium,False
96.75,True,low,False
30.72,False,medium,False
86.49,False,low,False
45.27,False,low,False
20.19,False,high,False
65.17,False,high,False
61.68,False,low,False
54.05,False,low,False
38.42,False,low,False
84.51,False,high,False
31.15,False,low,False
59.74,False,high,False
24.53,False,low,False
48.69,False,high,False
77.24,False,low,False
20.27,False,medium,False
43.19,False,high,False
15.73,False,low,False
29.55,False,low,False
87.02,False,high,False
79.13,False,low,False
19.71,False,low,False
70.5,False,low,False
9.66,False,medium,False
11.78,False,low,False
77.55,False,medium,False
5.63,False,low,False
8.2,False,low,True
91.15,False,low,True
46.05,False,high,False
23.79,False,high,False
54.85,False,low,False
86.15,False,medium,False
2.6,False,low,False
64.87,False,low,False
75.51,False,medium,False
95.15,True,medium,False
70.75,False,medium,False
50.59,False,medium,False
4.22,False,low,False
18.85,False,low,False
75.68,False,medium,False
63.7,False,medium,False
70.32,False,medium,False
46.68,False,medium,False
88.83,False,high,False
60.08,False,low,False
71.07,False,high,False
70.87,False,low,False
37.68,False,medium,False
28.72,False,high,False
25.32,False,medium,True
29.32,False,low,False
84.27,False,medium,False
59.27,False,low,False
73.63,False,medium,False
22.35,False,low,True
71.42,False,low,False
50.79,False,low,False
18.33,False,high,False
76.92,False,low,False
49.93,False,low,False
43.53,False,high,False
8.86,False,low,False
8.99,False,medium,False
43.19,False,low,False
55.13,False,low,False
7.14,False,high,False
88.34,False,high,False
96.23,False,high,False
67.25,False,low,False
22.18,False,medium,False
